Nr.;BLZ;BIC;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;RAH-7;RAH-9;RAH-10;PIN/TAN-Zugang URL;Version;Datum letzte Änderung
3060;76070012;DEUTDEMM760;Deutsche Bank;Bamberg;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3061;76070012;DEUTDEMM760;Deutsche Bank;Erlangen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3062;76070012;DEUTDEMM760;Deutsche Bank;Coburg;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3063;76070012;DEUTDEMM760;Deutsche Bank;Fürth;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3064;76070012;DEUTDEMM760;Deutsche Bank;Neustadt b. Coburg;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3065;76070012;DEUTDEMM760;Deutsche Bank;Zirndorf;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3066;76070012;DEUTDEMM760;Deutsche Bank;Kulmbach;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3067;76070012;DEUTDEMM760;Deutsche Bank;Forchheim;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3068;76070012;DEUTDEMM760;Deutsche Bank;Ansbach;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3069;76070012;DEUTDEMM760;Deutsche Bank;Amberg;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3070;76070012;DEUTDEMM760;Deutsche Bank;Weiden i.d.OPf.;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3071;76070012;DEUTDEMM760;Deutsche Bank;Neumarkt i.d.OPf.;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3072;76070012;DEUTDEMM760;Deutsche Bank;Lauf a.d.Pegnitz;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3073;76070012;DEUTDEMM760;Deutsche Bank;Schwabach;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3074;76070024;DEUTDEDB760;Deutsche Bank Privat und Geschäftskunden;Nürnberg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3075;76070024;DEUTDEDB760;Deutsche Bank Privat und Geschäftskunden;Amberg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3076;76070024;DEUTDEDB760;Deutsche Bank Privat und Geschäftskunden;Ansbach;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3077;76070024;DEUTDEDB760;Deutsche Bank Privat und Geschäftskunden;Bamberg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3078;76070024;DEUTDEDB760;Deutsche Bank Privat und Geschäftskunden;Bayreuth;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3079;76070024;DEUTDEDB760;Deutsche Bank Privat und Geschäftskunden;Coburg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3080;76070024;DEUTDEDB760;Deutsche Bank Privat und Geschäftskunden;Erlangen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3081;76070024;DEUTDEDB760;Deutsche Bank Privat und Geschäftskunden;Forchheim;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3082;76070024;DEUTDEDB760;Deutsche Bank Privat und Geschäftskunden;Fürth;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3083;76070024;DEUTDEDB760;Deutsche Bank Privat und Geschäftskunden;Kulmbach;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3084;76070024;DEUTDEDB760;Deutsche Bank Privat und Geschäftskunden;Lauf a.d.Pegnitz;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3085;76070024;DEUTDEDB760;Deutsche Bank Privat und Geschäftskunden;Neumarkt i.d.OPf.;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3086;76070024;DEUTDEDB760;Deutsche Bank Privat und Geschäftskunden;Neustadt b. Coburg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3087;76070024;DEUTDEDB760;Deutsche Bank Privat und Geschäftskunden;Schwabach;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3088;76070024;DEUTDEDB760;Deutsche Bank Privat und Geschäftskunden;Weiden i.d.OPf.;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3089;76070024;DEUTDEDB760;Deutsche Bank Privat und Geschäftskunden;Zirndorf;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3090;76090400;GENODEF1N03;Evenord-Bank;Nürnberg, Mittelfr;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3091;76090500;GENODEF1S06;Sparda-Bank Nürnberg eG;Nürnberg ;Sparda-Datenverarbeitung eG;BVR;;;;;;;;;;;;;;;;;;https://fints.bankingonline.de/fints/FinTs30PinTanHttpGate;FinTS V3.0;26.09.2013
3092;76090900;GENODEF1P17;PSD Bank Nürnberg;Nürnberg;Atruvia AG;BVR;;;;;;;;;;;;;;;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3093;76211900;GENODEF1WHD;CVW - Privatbank;Wilhermsdorf;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3094;76220073;HYVEDEMM419;UniCredit Bank - HypoVereinsbank AG;Fürth, Bay;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3095;76220073;HYVEDEMM419;UniCredit Bank - HypoVereinsbank AG;Langenzenn;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3096;76220073;HYVEDEMM419;UniCredit Bank - HypoVereinsbank AG;Uffenheim;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3097;76220073;HYVEDEMM419;UniCredit Bank - HypoVereinsbank AG;Zirndorf, Mittelfr;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3098;76240011;COBADEFFXXX;Commerzbank;Fürth;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
3099;76240011;COBADEFFXXX;Commerzbank;Zirndorf;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
3100;76250000;BYLADEM1SFU;Sparkasse Fürth;Fürth;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-by1.s-fints-pt-by.de/fints30;FinTS V3.0;09.02.2022
3101;76251020;BYLADEM1NEA;Sparkasse im Landkreis Neustadt a.d.Aisch-Bad Winsheim;Neustadt a. d. Aisch-Bad Winsheim;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-by1.s-fints-pt-by.de/fints30;FinTS V3.0;09.02.2022
3102;76320072;HYVEDEMM417;UniCredit Bank - HypoVereinsbank AG;Erlangen;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3103;76320072;HYVEDEMM417;UniCredit Bank - HypoVereinsbank AG;Forchheim, Oberfr;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3104;76320072;HYVEDEMM417;UniCredit Bank - HypoVereinsbank AG;Neustadt a.d.Aisch;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3105;76320072;HYVEDEMM417;UniCredit Bank - HypoVereinsbank AG;Adelsdorf, Mittelfr;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3106;76320072;HYVEDEMM417;UniCredit Bank - HypoVereinsbank AG;Höchstadt a.d.Aisch;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3107;76320072;HYVEDEMM417;UniCredit Bank - HypoVereinsbank AG;Ebermannstadt;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3108;76320072;HYVEDEMM417;UniCredit Bank - HypoVereinsbank AG;Herzogenaurach;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3109;76340061;COBADEFFXXX;Commerzbank;Erlangen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
3110;76350000;BYLADEM1ERH;Stadt- und Kreissparkasse Erlangen Höchstadt Herzogenaurach;Erlangen;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-by1.s-fints-pt-by.de/fints30;FinTS V3.0;09.02.2022
3111;76351040;BYLADEM1FOR;Sparkasse Forchheim;Forchheim;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-by4.s-fints-pt-by.de/fints30;FinTS V3.0;09.02.2022
3112;76391000;GENODEF1FOH;VR Bank Bamberg-Forchheim eG Volks- Raiffeisenbank;Forchheim, Oberfr;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3113;76420080;HYVEDEMM065;UniCredit Bank - HypoVereinsbank AG;Schwabach;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3114;76420080;HYVEDEMM065;UniCredit Bank - HypoVereinsbank AG;Roth, Mittelfr;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3115;76450000;BYLADEM1SRS;Sparkasse Mittelfranken-Süd;Mittelfranken-Süd;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-by1.s-fints-pt-by.de/fints30;FinTS V3.0;09.02.2022
3116;76520071;HYVEDEMM406;UniCredit Bank - HypoVereinsbank AG;Ansbach, Mittelfr;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3117;76520071;HYVEDEMM406;UniCredit Bank - HypoVereinsbank AG;Weißenburg i.Bay.;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3118;76520071;HYVEDEMM406;UniCredit Bank - HypoVereinsbank AG;Gunzenhausen am Altmühlsee;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3119;76520071;HYVEDEMM406;UniCredit Bank - HypoVereinsbank AG;Rothenburg ob der Tauber;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3120;76520071;HYVEDEMM406;UniCredit Bank - HypoVereinsbank AG;Wassertrüdingen;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3121;76520071;HYVEDEMM406;UniCredit Bank - HypoVereinsbank AG;Dinkelsbühl;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3122;76550000;BYLADEM1ANS;Sparkasse Ansbach;Ansbach;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-by1.s-fints-pt-by.de/fints30;FinTS V3.0;09.02.2022
3123;76551540;BYLADEM1GUN;Vereinigte Sparkasse Gunzenhausen;Gunzenhausen;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-by1.s-fints-pt-by.de/fints30;FinTS V3.0;09.02.2022
3124;76560060;GENODEF1ANS;VR-Bank Mittelfranken Mitte eG;Ansbach, Mittelfr;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3125;76561979;#NV;Raiffeisenbank -alt-;Uffenheim;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3126;76591000;GENODEF1DKV;VR Bank im südlichen Franken eG;Dinkelsbühl;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3127;77020070;HYVEDEMM411;UniCredit Bank - HypoVereinsbank AG;Bamberg;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3128;77020070;HYVEDEMM411;UniCredit Bank - HypoVereinsbank AG;Lichtenfels, Bay;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3129;77020070;HYVEDEMM411;UniCredit Bank - HypoVereinsbank AG;Bad Staffelstein;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3130;77040080;COBADEFFXXX;Commerzbank;Bamberg;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
3131;77050000;BYLADEM1SKB;Sparkasse Bamberg;Bamberg;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-by4.s-fints-pt-by.de/fints30;FinTS V3.0;09.02.2022
3132;77061004;GENODEF1ALK;Raiffeisenbank Obermain Nord;Altenkunstadt;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3133;77062014;GENODEF1BGB;Raiffeisenbank;Burgebrach;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3134;77062139;GENODEF1SFF;Raiffeisen-Volksbank Bad Staffelstein;Bad Staffelstein;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3135;77069044;GENODEF1KC2;Raiffeisenbank Küps-Mitwitz-Stockheim;Küps;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3136;77069739;GENODEF1THA;Raiffeisenbank Thurnauer Land;Thurnau;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3137;77069764;GENODEF1KEM;Raiffeisenbank Kemnather Land - Steinwald eG;Kemnath;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3138;77069782;GENODEF1SPK;Raiffeisenbank am Kulm;Speichersdorf;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3139;77069868;GENODEF1MGA;Raiffeisenbank Oberland;Marktleugast;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3140;77069870;GENODEF1SZF;Raiffeisenbank Frankenwald Ost-Oberkotzau;Schwarzenbach a Wald;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3141;77069906;GENODEF1WSZ;Raiffeisenbank Wüstenselbitz;Helmbrechts, Oberfr;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3142;77091800;GENODEF1LIF;Raiffeisen-Volksbank Lichtenfels-Itzgrund eG;Lichtenfels, Bay;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3143;77120073;HYVEDEMM289;UniCredit Bank - HypoVereinsbank AG;Kulmbach;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3144;77120073;HYVEDEMM289;UniCredit Bank - HypoVereinsbank AG;Kronach, Oberfr;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3145;77140061;COBADEFFXXX;Commerzbank;Kulmbach;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
3146;77150000;BYLADEM1KUB;Sparkasse Kulmbach-Kronach;Kulmbach-Kronach-Ludwigsstadt;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-by4.s-fints-pt-by.de/fints30;FinTS V3.0;09.02.2022
3147;77190000;GENODEF1KU1;Kulmbacher Bank;Kulmbach;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3148;77190000;GENODEF1KU1;Kulmbacher Bank eG;Kulmbach;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3149;77320072;HYVEDEMM412;UniCredit Bank - HypoVereinsbank AG;Bayreuth;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3150;77320072;HYVEDEMM412;UniCredit Bank - HypoVereinsbank AG;Burgkunstadt;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3151;77320072;HYVEDEMM412;UniCredit Bank - HypoVereinsbank AG;Pegnitz;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3152;77340076;COBADEFFXXX;Commerzbank;Bayreuth;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
3153;77350110;BYLADEM1SBT;Sparkasse Bayreuth;Bayreuth;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-by4.s-fints-pt-by.de/fints30;FinTS V3.0;09.02.2022
3154;77365792;GENODEF1HWA;Raiffeisenbank Hollfeld-Waischenfeld-Aufseß;Hollfeld;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3155;78020070;HYVEDEMM424;UniCredit Bank - HypoVereinsbank AG;Hof, Saale;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3156;78020070;HYVEDEMM424;UniCredit Bank - HypoVereinsbank AG;Münchberg, Oberfr;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3157;78020070;HYVEDEMM424;UniCredit Bank - HypoVereinsbank AG;Marktredwitz;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3158;78020070;HYVEDEMM424;UniCredit Bank - HypoVereinsbank AG;Helmbrechts, Oberfr;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3159;78020070;HYVEDEMM424;UniCredit Bank - HypoVereinsbank AG;Naila;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3160;78020070;HYVEDEMM424;UniCredit Bank - HypoVereinsbank AG;Rehau, Oberfr;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3161;78020070;HYVEDEMM424;UniCredit Bank - HypoVereinsbank AG;Selb;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
3162;78040081;COBADEFFXXX;Commerzbank;Hof;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
